886915 6
1542.21 1451.70 1509.27 0.9050 189.54 38.37
1559.96 1470.55 1512.99 1.7240 189.54 38.37
1588.43 1456.24 1549.70 1.4900 189.54 38.69
1649.41 1527.59 1616.73 0.9130 189.54 38.69
1645.78 1536.65 1565.37 2.2030 189.54 38.69
1658.84 1617.19 1658.51 1.2630 189.54 41.72
1725.31 1628.93 1655.96 1.1630 189.54 41.72
1685.79 1547.40 1684.25 1.9950 189.54 41.72
1672.18 1550.64 1564.88 1.6250 189.54 45.10
1660.18 1521.46 1578.11 0.7680 189.54 45.10
1755.56 1632.20 1753.03 2.0100 189.54 45.10
1840.82 1715.00 1835.86 1.3410 189.54 50.25
1853.64 1735.74 1752.57 0.9920 204.54 50.25
1817.27 1674.22 1703.87 1.7550 204.54 50.25
1949.79 1711.98 1894.76 1.3950 204.54 53.55
1914.18 1663.75 1812.98 0.9870 204.54 53.55
1848.09 1663.32 1746.72 2.1820 204.54 53.55
1853.28 1746.72 1806.94 1.0180 204.54 55.51
1882.97 1786.17 1786.17 1.0850 204.54 55.51
1859.86 1739.57 1830.29 1.9770 204.54 55.51
1862.00 1696.03 1705.66 1.1600 204.54 58.11
1730.86 1566.80 1628.90 0.9930 204.54 58.11
1715.13 1572.69 1592.06 1.7820 204.54 58.11
1638.91 1454.66 1540.56 1.2590 204.54 53.85
1625.37 1476.00 1604.01 1.0170 0 53.85
1616.55 1414.47 1438.05 1.5300 0 53.85
1472.27 1257.43 1326.95 1.2070 0 48.26
1452.68 1250.30 1421.92 0.9550 0 48.26
1528.22 1424.17 1438.41 2.0550 0 48.26
1489.73 1386.78 1392.44 0.8510 0 35.66
1428.36 1341.04 1374.27 1.1550 0 35.66
1414.33 1323.33 1324.96 2.0320 0 35.66
1332.24 1089.72 1158.42 1.0710 0 25.28
1287.11 1176.84 1227.90 0.9900 0 25.28
1351.14 1223.85 1312.89 1.6460 0 25.28
1372.58 1300.05 1339.17 1.3400 0 19.82
1370.59 1262.29 1296.62 0 0 19.82
1552.90 1451.70 1551.65 0.9050 304.45 39.30
1559.96 1470.55 1488.10 1.7240 304.45 39.30
1588.43 1456.24 1549.70 1.4900 304.45 39.91
1649.41 1527.59 1595.53 0.9130 304.45 39.91
1645.78 1533.44 1562.23 2.2030 304.45 39.91
1658.84 1538.73 1658.51 1.2630 304.45 42.75
1725.31 1614.82 1615.07 1.1630 304.45 42.75
1685.79 1547.38 1618.27 1.9950 304.45 42.75
1672.18 1550.64 1581.31 1.6250 304.45 46.49
1667.46 1521.46 1655.19 0.7680 304.45 46.49
1764.50 1635.20 1715.19 2.0100 304.45 46.49
1849.42 1715.04 1841.92 1.3410 304.45 51.62
1853.64 1677.20 1736.02 0.9920 332.81 51.62
1817.27 1674.22 1728.40 1.7550 332.81 51.62
1949.79 1711.98 1877.67 1.3950 332.81 54.93
1914.18 1663.75 1814.25 0.9870 332.81 54.93
1848.09 1663.32 1746.72 2.1820 332.81 54.93
1853.28 1746.72 1818.64 1.0180 332.81 56.90
1882.97 1731.74 1750.82 1.0850 332.81 56.90
1859.86 1739.57 1844.92 1.9770 332.81 56.90
1862.00 1696.03 1711.55 1.1600 332.81 59.26
1730.86 1566.80 1703.82 0.9930 332.81 59.26
1715.13 1532.27 1554.92 1.7820 332.81 59.26
1638.91 1454.66 1527.86 1.2590 332.81 54.92
1625.37 1476.00 1604.01 1.0170 352.30 54.92
1616.55 1414.47 1438.05 1.5300 352.30 54.92
1472.27 1257.43 1330.63 1.2070 352.30 49.19
1470.16 1250.30 1447.34 0.9550 352.30 49.19
1528.22 1424.17 1446.90 2.0550 352.30 49.19
1489.73 1386.78 1407.46 0.8510 352.30 36.39
1428.36 1341.04 1396.86 1.1550 352.30 36.39
1414.33 1293.99 1304.49 2.0320 352.30 36.39
1332.24 1089.72 1194.60 1.0710 352.30 25.88
1287.11 1176.84 1227.90 0.9900 352.30 25.88
1351.14 1223.85 1328.51 1.6460 352.30 25.88
1372.58 1300.05 1333.94 1.3400 352.30 20.38
1370.59 1262.29 1315.08 0 310.61 20.38
1315.97 1254.40 1285.74 0 310.61 20.38
1358.54 1285.74 1321.09 0 310.61 19.31
1322.03 1215.21 1227.61 0.8770 310.61 19.31
1267.18 1194.08 1219.02 2.0116 310.61 19.31
1201.44 1106.61 1122.78 1.2891 310.61 21.75
1125.15 917.48 1038.85 1.0320 310.61 21.75
1098.53 950.01 1039.36 1.5250 310.61 21.75
1040.78 927.21 927.21 1.3310 310.61 26.57
1030.90 901.75 1012.70 1.1190 310.61 26.57
1079.68 1005.12 1077.16 1.6860 310.61 26.57
1075.58 1001.08 1005.99 1.6040 310.61 23.53
1062.56 964.51 976.66 0.9770 363.74 23.53
981.91 937.92 966.23 1.9050 363.74 23.53
1030.88 923.47 976.51 1.0440 363.74 28.02
1047.43 986.08 1044.92 1.1050 363.74 28.02
1096.94 1044.82 1096.94 1.5840 363.74 28.02
1153.07 1099.00 1113.16 1.4105 363.74 33.09
1149.85 1111.97 1127.20 1.1490 363.74 33.09
1157.11 1100.06 1157.11 1.6340 363.74 33.09
1190.81 1135.50 1135.50 1.3570 363.74 36.07
1195.03 1160.26 1195.03 1.4580 363.74 36.07
1208.15 1180.28 1208.15 1.8330 363.74 36.07
1271.07 1210.11 1271.07 1.7650 363.74 47.83
1320.94 1267.90 1290.42 0.8690 405.59 47.83
1320.49 1285.48 1301.96 0.8691 405.59 47.83
1316.11 1235.11 1277.42 1.3110 405.59 50.52
1310.79 1268.29 1268.29 0.9360 405.59 50.52
1285.91 1244.32 1281.97 1.9864 405.59 50.52
1313.41 1278.56 1309.43 1.6030 405.59 57.25
1294.66 1237.70 1258.47 0.9970 405.59 57.25
1264.01 1206.25 1249.12 2.1340 405.59 57.25
1281.45 1253.76 1267.35 1.6000 405.59 59.76
1301.27 1248.62 1286.06 1.0080 405.59 59.76
1351.78 1284.71 1339.30 2.2670 405.59 59.76
1382.69 1341.76 1380.33 1.8840 405.59 60.61
1367.68 1323.28 1344.15 1.0270 448.62 60.61
1387.57 1351.60 1379.25 2.6160 448.62 60.61
1403.47 1340.56 1359.07 1.5490 448.62 63.05
1372.94 1305.98 1323.45 0.9770 448.62 63.05
1375.97 1324.14 1366.41 2.4020 448.62 63.05
1397.72 1360.04 1360.04 1.8330 448.62 64.74
1428.20 1363.71 1417.32 1.0800 448.62 64.74
1429.51 1383.70 1404.42 2.6280 448.62 64.74
1429.67 1390.15 1410.87 1.5290 448.62 69.10
1407.53 1336.91 1369.33 1.2700 448.62 69.10
1435.39 1365.65 1416.15 2.8200 448.62 69.10
1444.76 1413.00 1413.00 1.8450 448.62 74.10
1469.67 1436.05 1456.14 1.1760 0 74.10
1464.42 1426.64 1448.92 3.0590 0 74.10
1481.03 1441.86 1471.50 1.5190 0 77.37
1488.73 1459.06 1477.54 1.2360 0 77.37
1496.13 1417.13 1432.27 2.8620 0 77.37
1451.23 1374.71 1433.05 1.7810 0 79.83
1442.87 1387.78 1435.19 1.3390 0 79.83
1474.71 1427.11 1472.61 2.8070 0 79.83
1507.36 1461.47 1503.91 1.7580 0 83.42
1565.78 1496.83 1553.06 1.3970 0 83.42
1586.78 1539.41 1585.56 3.0430 0 83.42
1609.39 1581.45 1595.62 2.3060 0 85.48
1623.05 1587.50 1622.81 1.3480 0 85.48
1640.60 1577.84 1587.19 3.2260 0 85.48
1280.37 1205.46 1279.64 0.9730 293.57 38.59
1283.84 1211.89 1238.33 1.5460 293.57 38.59
1323.82 1216.03 1286.37 1.4910 293.57 39.46
1371.56 1282.56 1335.18 1.0040 293.57 39.46
1375.98 1277.31 1301.84 1.8560 293.57 39.46
1372.93 1277.47 1372.71 1.3210 293.57 41.94
1420.33 1328.49 1328.72 1.1690 293.57 41.94
1382.84 1267.73 1320.41 1.7320 293.57 41.94
1361.35 1256.26 1282.71 1.5470 293.57 45.14
1373.17 1233.70 1362.93 0.9160 293.57 45.14
1425.31 1346.41 1388.91 1.7240 293.57 45.14
1473.13 1387.48 1469.25 1.4130 293.57 49.38
1478.00 1350.14 1394.46 0.9800 324.89 49.38
1444.38 1325.02 1366.42 1.6710 324.89 49.38
1553.11 1346.50 1498.58 1.4290 324.89 52.18
1527.11 1339.40 1452.43 1.0800 324.89 52.18
1481.43 1361.20 1420.60 2.0150 324.89 52.18
1488.98 1420.60 1454.60 1.0280 324.89 53.14
1517.24 1414.16 1430.83 1.0490 324.89 53.14
1525.30 1426.05 1517.68 1.9750 324.89 53.14
1530.01 1419.54 1436.51 1.0670 324.89 54.77
1454.82 1305.79 1429.40 1.0170 324.89 54.77
1438.46 1294.90 1314.95 1.8390 324.89 54.77
1389.05 1254.07 1320.28 1.1210 324.89 51.01
1383.37 1274.62 1366.01 1.0840 343.76 51.01
1376.38 1215.44 1239.94 1.5950 343.76 51.01
1267.42 1081.19 1160.33 1.1030 343.76 46.34
1269.30 1091.99 1249.46 0.9680 343.76 46.34
1315.93 1232.00 1255.82 2.0220 343.76 46.34
1286.62 1203.03 1224.42 0.8460 343.76 37.53
1239.78 1165.54 1211.23 1.1320 343.76 37.53
1226.27 1124.87 1133.58 1.9010 343.76 37.53
1155.40 944.75 1040.94 1.1080 343.76 28.94
1110.61 1026.76 1059.78 1.0210 343.76 28.94
1163.38 1054.31 1139.45 1.6020 343.76 28.94
1173.62 1114.50 1148.08 1.3580 343.76 25.27
1176.97 1081.66 1130.20 1.1350 324.14 25.27
1130.20 1074.36 1106.73 1.6690 324.14 25.27
1173.89 1106.73 1147.39 0.9680 324.14 25.26
1147.75 1063.56 1076.92 0.9370 324.14 25.26
1106.59 1049.06 1067.14 1.8740 324.14 25.26
1070.66 953.08 989.82 1.3340 324.14 27.36
994.35 775.96 911.62 1.0620 324.14 27.36
964.84 833.44 916.07 1.5180 324.14 27.36
923.98 800.26 815.28 1.3210 324.14 30.69
907.51 768.67 885.77 1.2100 324.14 30.69
941.76 872.16 936.31 1.5340 324.14 30.69
954.32 869.43 879.82 1.5120 324.14 28.24
935.06 840.28 855.70 1.1160 367.17 28.24
864.67 806.32 841.15 1.6920 367.17 28.24
895.89 788.94 848.18 1.1140 367.17 30.94
924.24 847.95 916.92 1.0920 367.17 30.94
965.11 903.17 963.59 1.5940 367.17 30.94
1015.26 963.59 974.50 1.3990 367.17 35.14
1015.36 962.13 990.31 1.3800 367.17 35.14
1011.01 960.84 1008.01 1.5750 367.17 35.14
1040.29 990.36 995.97 1.3670 367.17 39.22
1053.79 995.97 1050.71 1.5730 367.17 39.22
1063.65 1031.20 1058.20 1.7440 367.17 39.22
1112.56 1053.41 1111.92 1.7380 367.17 49.47
1155.38 1105.08 1131.13 1.1950 414.75 49.47
1158.98 1124.44 1144.94 1.9070 414.75 49.47
1163.23 1087.06 1126.21 1.4590 414.75 52.93
1150.57 1107.23 1107.30 1.2540 414.75 52.93
1127.74 1076.32 1120.68 1.7850 414.75 52.93
1146.34 1113.32 1140.84 1.6250 414.75 57.18
1140.84 1078.78 1101.72 1.3660 414.75 57.18
1109.68 1006.28 1104.24 1.9050 414.75 57.18
1131.54 1099.11 1114.58 1.6120 414.75 58.89
1142.05 1090.19 1130.20 1.4080 414.75 58.89
1188.46 1127.53 1173.82 2.0950 414.75 58.89
