10000 6
0.216170 0.676925 0.943757 0.507151 0.282396 0.615295 
0.405680 0.685906 0.227087 0.152254 0.698642 0.321073 
0.808939 0.856469 0.244142 0.634036 0.352135 0.007426 
0.259378 0.081806 0.456668 0.689183 0.966137 0.384690 
0.866809 0.281568 0.905530 0.282620 0.977278 0.295839 
0.116403 0.583952 0.800890 0.006205 0.362406 0.950913 
0.380195 0.003805 0.332037 0.696514 0.951407 0.428441 
0.827600 0.772192 0.468005 0.177771 0.412162 0.440207 
0.397969 0.216126 0.941614 0.432587 0.604721 0.492102 
0.643821 0.602340 0.289298 0.637800 0.630343 0.118722 
0.530957 0.460696 0.590551 0.393096 0.631209 0.863462 
0.715052 0.612491 0.556977 0.362016 0.323009 0.729447 
0.009983 0.808377 0.978004 0.219774 0.935076 0.669206 
0.266903 0.140669 0.803365 0.429792 0.809678 0.780947 
0.302034 0.120265 0.332186 0.866300 0.851751 0.424378 
0.411288 0.557051 0.253211 0.524073 0.525231 0.983690 
0.453310 0.304061 0.721614 0.202060 0.631058 0.609077 
0.497044 0.115497 0.865451 0.699193 0.438047 0.502513 
0.920663 0.548580 0.031253 0.237458 0.357386 0.613113 
0.270385 0.397087 0.841649 0.909181 0.194557 0.422320 
0.730916 0.080566 0.578253 0.308477 0.628282 0.787960 
0.377040 0.133973 0.922915 0.175467 0.473289 0.810559 
0.759768 0.112889 0.479173 0.783754 0.319760 0.729658 
0.552940 0.742350 0.251928 0.178397 0.758144 0.050206 
0.194266 0.849555 0.418362 0.348859 0.864355 0.341187 
0.823339 0.353368 0.262279 0.542418 0.867665 0.301020 
0.232106 0.019759 0.469872 0.593287 0.338315 0.867830 
0.411396 0.594245 0.608642 0.544453 0.575612 0.902609 
0.059835 0.882349 0.417848 0.292384 0.809837 0.852477 
0.797192 0.156565 0.633651 0.325014 0.315479 0.612943 
0.607567 0.398550 0.189692 0.562754 0.333402 0.643787 
0.611977 0.257651 0.484808 0.168580 0.426162 0.382801 
0.498234 0.744789 0.348349 0.529227 0.779926 0.201108 
0.118414 0.391413 0.726301 0.617230 0.717211 0.812196 
0.622997 0.324083 0.103210 0.417002 0.513109 0.701662 
0.339789 0.068457 0.919900 0.571367 0.220230 0.874070 
0.361724 0.726308 0.211962 0.832159 0.016168 0.874599 
0.460689 0.335134 0.151617 0.274191 0.794279 0.999651 
0.085620 0.471094 0.727179 0.433175 0.560664 0.333402 
0.318450 0.867210 0.687621 0.256398 0.374143 0.306191 
0.303450 0.969581 0.083332 0.165565 0.521359 0.916984 
0.545679 0.007260 0.045941 0.552269 0.881164 0.972491 
0.040398 0.955141 0.563168 0.768085 0.392651 0.375910 
0.407874 0.829536 0.299931 0.798853 0.430462 0.196338 
0.113512 0.470649 0.601085 0.436087 0.777915 0.676687 
0.461343 0.912479 0.753921 0.085961 0.325038 0.738593 
0.638137 0.339067 0.033141 0.129525 0.640211 0.696641 
0.952508 0.427848 0.188176 0.423259 0.802174 0.025991 
0.941380 0.486728 0.418241 0.885023 0.190448 0.254442 
0.944665 0.444852 0.705754 0.584546 0.638775 0.277003 
0.966242 0.114525 0.661008 0.877750 0.222801 0.089875 
0.824184 0.087060 0.382804 0.810637 0.154781 0.438035 
0.178898 0.680192 0.362059 0.869310 0.375966 0.749173 
0.772406 0.019153 0.555534 0.771518 0.316833 0.022706 
0.697164 0.369143 0.891711 0.805113 0.241202 0.440786 
0.689770 0.669683 0.356404 0.674078 0.047061 0.597978 
0.232545 0.516860 0.676923 0.577105 0.649704 0.677330 
0.230015 0.674734 0.480224 0.426171 0.456525 0.460853 
0.459854 0.548159 0.125557 0.645234 0.439437 0.289321 
0.462076 0.682424 0.484440 0.327515 0.972491 0.075767 
0.559334 0.247909 0.960950 0.037171 0.730839 0.710593 
0.258979 0.585834 0.960370 0.675414 0.357391 0.408137 
0.433164 0.447820 0.294428 0.552884 0.536656 0.519410 
0.241085 0.241443 0.849221 0.292880 0.673529 0.902599 
0.540244 0.473110 0.164834 0.830002 0.549369 0.648467 
0.253744 0.636356 0.598213 0.333569 0.852128 0.633410 
0.845688 0.591314 0.435726 0.589866 0.326675 0.509775 
0.455750 0.129548 0.503374 0.962352 0.105809 0.801635 
0.599266 0.301489 0.157962 0.397448 0.808204 0.953413 
