17264 5
8645.027344 9400.585938 8023.987793 9046.056641 9962.881836
8783.190430 8689.922852 9111.391602 9925.011719 9948.236328
9181.811523 8390.220703 9133.159180 9387.161133 9436.718750
9036.538086 9129.231445 7812.309570 9323.676758 9944.636719
9013.038086 9325.321289 9132.257813 9999.521484 9917.730469
8267.286133 8795.471680 9207.317383 9401.234375 9569.589844
9693.370117 9645.763672 9065.157227 9305.093750 9293.645508
8988.225586 9042.441406 9752.898438 9299.906250 9674.400391
8562.320313 8668.708008 9431.545898 9958.040039 9923.305664
7766.553223 6658.708008 9913.817383 9963.515625 9985.309570
8679.399414 9624.375977 8919.864258 9394.261719 9876.382813
8806.165039 9329.175781 9356.711914 9259.542969 9883.142578
8553.880859 8606.610352 9102.813477 9370.428711 9732.737305
9321.885742 9953.076172 9935.504883 9958.148438 9943.609375
8851.965820 9524.904297 8270.712891 9394.042969 9920.001953
9973.801758 9927.975586 9916.184570 9913.846680 9968.502930
8762.996094 8861.666992 8921.848633 9436.320313 9948.676758
8827.721680 9013.253906 7533.050293 9943.940430 9985.937500
9922.570313 9941.052734 9965.052734 9954.086914 9995.739258
8633.583984 9320.012695 8031.094727 8840.958008 9966.099609
8620.372070 8992.488281 9473.848633 9535.222656 9844.878906
8394.492188 9492.709961 7424.185547 9082.310547 9873.305664
8472.386719 9433.018555 9089.261719 8869.008789 9885.976563
9492.228516 8828.602539 9758.370117 9585.987305 8535.186523
8713.248047 9617.937500 7751.800781 9304.543945 9910.113281
8263.931641 8587.956055 9042.068359 9378.720703 9538.930664
8564.395508 9439.218750 9022.313477 9914.558594 9992.864258
7988.722656 9584.668945 8601.679688 8040.924805 9943.026367
8843.803711 9576.272461 7825.199707 9026.956055 9958.048828
8889.743164 9650.052734 9035.983398 9121.198242 9900.505859
9004.527344 8771.348633 9569.082031 9150.995117 9495.617188
8811.858398 9032.711914 9451.489258 9700.825195 9852.379883
9199.515625 9678.317383 8989.150391 9194.857422 9998.640625
8911.267578 8844.999023 9652.002930 9650.256836 9839.206055
9125.919922 9436.225586 8364.422852 9383.350586 9925.842773
8535.085938 9298.116211 7820.165039 8611.159180 9918.462891
9239.430664 8517.293945 9545.512695 8982.389648 9700.217773
8993.223633 9059.967773 9383.160156 9111.443359 9711.330078
8680.450195 9070.343750 8825.889648 8985.831055 9857.234375
8883.410156 9318.820313 8193.873047 8088.938477 9898.173828
8953.697266 8462.792969 9364.720703 9920.694336 9978.777344
8951.755859 9603.191406 8249.191406 8917.796875 9845.916992
8381.412109 8749.681641 9214.024414 9143.694336 9654.604492
7914.864746 9327.945313 9214.551758 9618.538086 9500.408203
8220.967773 9083.597656 9355.895508 9916.885742 9905.250977
9957.634766 9951.724609 9979.635742 9940.841797 9939.583984
7535.077637 9380.846680 9062.329102 9380.914063 9763.350586
9085.431641 9497.325195 8921.424805 9278.380859 9821.075195
8520.807617 8315.247070 9527.033203 9959.675781 9985.388672
8939.775391 8200.416992 9690.166992 9971.028320 9991.217773
8973.574219 7818.916992 9443.318359 9957.190430 9902.309570
8416.646484 9252.975586 9229.762695 9631.656250 9843.078125
8697.619141 7990.397949 9288.147461 9965.877930 9947.166992
8821.516602 9135.626953 8154.369629 8985.858398 9752.390625
8547.374023 9486.145508 9008.442383 9987.968750 9970.789063
8198.195313 9624.190430 9112.559570 9243.887695 9853.772461
8856.071289 9605.624023 9294.725586 9966.861328 9991.709961
8573.075195 8750.806641 9422.287109 9622.004883 9730.692383
8420.404297 8968.834961 9234.608398 9459.687500 9370.668945
8703.213867 8762.554688 9560.513672 9925.113281 9972.718750
8708.353516 9265.848633 8236.322266 8741.419922 9935.683594
8792.079102 8741.705078 9274.169922 9395.321289 9809.487305
9963.689453 9931.190430 9991.017578 9928.901367 9928.988281
7452.822266 9433.021484 7061.836914 8677.135742 9929.402344
8221.034180 9525.886719 9233.686523 9222.394531 9835.773438
9253.783203 9031.618164 9253.182617 9075.539063 9815.980469
8857.205078 8997.843750 9368.564453 8998.409180 9600.238281
7654.134766 8542.574219 9059.400391 9145.872070 9726.080078
8274.226563 9517.349609 8469.883789 8950.303711 9913.821289
8874.722656 8617.912109 9617.644531 9943.025391 9916.471680
9609.971680 9505.884766 9990.947266 9998.410156 9937.140625
7865.574219 8997.124023 9238.295898 9019.107422 9866.927734
7862.315430 9355.497070 8988.697266 9024.304688 9891.639648
7836.887695 9529.380859 8996.613281 9973.054688 9951.065430
8416.565430 8141.125000 9629.390625 9938.660156 9957.968750
8589.221680 9450.745117 8698.773438 9293.824219 9881.976563
8768.083984 9435.411133 7662.814941 8439.259766 9873.727539
8452.840820 8774.315430 9535.497070 9432.658203 9691.660156
8668.485352 8812.248047 9369.913086 9459.861328 9753.857422
8448.758789 9177.261719 9190.923828 8844.207031 9923.916016
8956.729492 9494.607422 8368.087891 8728.999023 9926.978516
8680.690430 9461.767578 8762.086914 9916.430664 9923.397461
9255.660156 8792.681641 8675.220703 9945.585938 9965.073242
8309.956055 8880.037109 9507.349609 9402.950195 9851.049805
9016.259766 9280.772461 9152.385742 9247.060547 9856.035156
8491.776367 9217.929688 8371.319336 9007.709961 9886.164063
9044.173828 8599.796875 9617.126953 9787.049805 9778.490234
9936.537109 9965.564453 9971.370117 9995.963867 9974.792969
8310.335938 9502.625000 9258.881836 9285.583008 9914.632813
8911.368164 9358.416992 8176.268555 8632.794922 9885.058594
8248.524414 9345.272461 8592.858398 9303.049805 9820.565430
7482.404785 8832.406250 9459.523438 8858.159180 9846.675781
8959.166016 9040.441406 9564.141602 9700.595703 9838.391602
8582.632813 9638.314453 7426.790527 9473.602539 9966.571289
9969.599609 9945.732422 9940.630859 9996.368164 9972.840820
8805.112305 8999.822266 9114.482422 9979.232422 9909.464844
8138.000000 8958.677734 9270.767578 9350.130859 9760.441406
8726.104492 9632.587891 8568.797852 9425.038086 9917.849609
8652.733398 8517.619141 9304.989258 9930.798828 9982.791992
9632.268555 9124.347656 9591.804688 7490.286133 9629.414063
8744.225586 9163.117188 9104.621094 9255.812500 9797.375000
8332.588867 8349.171875 9012.472656 9537.857422 9766.284180
8554.576172 8264.740234 9284.199219 9170.421875 9870.255859
8797.054688 9654.006836 8608.707031 8965.754883 9909.504883
8408.616211 9487.984375 7493.353516 8953.481445 9846.678711
9235.339844 8546.393555 9027.369141 9973.989258 9971.272461
9275.203125 8658.298828 9242.115234 9125.638672 9485.299805
8925.233398 9389.797852 8889.235352 9143.582031 9756.788086
9432.344727 9380.992188 9412.410156 9053.350586 9721.638672
8060.191895 9307.535156 9345.166016 9998.939453 9956.596680
7995.936035 9624.471680 8980.675781 9339.874023 9927.575195
8712.603516 8983.036133 8824.467773 9908.796875 9964.409180
8475.020508 8366.594727 9366.712891 7703.869141 9637.861328
8671.463867 8826.287109 9663.140625 9366.072266 9357.915039
8473.678711 8525.941406 9961.933594 9921.885742 9779.496094
8542.341797 8643.672852 9293.132813 9325.664063 9795.052734
8434.478516 8649.147461 9611.187500 9518.684570 9741.005859
8485.161133 9065.401367 9331.287109 9096.664063 9841.307617
9415.275391 9095.281250 8308.233398 9942.201172 9917.034180
9083.795898 8424.637695 9636.122070 9510.155273 8569.964844
8208.939453 9766.196289 9356.896484 8283.050781 9621.418945
9298.020508 9113.868164 9738.801758 9925.522461 9905.135742
8685.253906 9445.156250 8596.940430 8700.092773 9896.334961
