10000 7
0.745484 0.676925 0.943757 0.507151 0.282396 0.615295 0.010968 
0.315474 0.235551 0.157929 0.724683 0.333040 0.404138 0.843239 
0.965113 0.141044 0.640091 0.973511 0.750526 0.048380 0.282889 
0.445181 0.362587 0.007647 0.895159 0.990658 0.497198 0.289110 
0.434012 0.842758 0.778867 0.166361 0.585657 0.713137 0.117093 
0.595859 0.197386 0.860664 0.118081 0.422591 0.435109 0.846407 
0.767945 0.569591 0.769974 0.462826 0.169767 0.406439 0.434757 
0.368740 0.560575 0.423486 0.429371 0.502570 0.867655 0.614870 
0.609934 0.658264 0.713484 0.633646 0.636213 0.218596 0.880074 
0.195847 0.313561 0.650874 0.237497 0.320548 0.467199 0.896156 
0.592846 0.138336 0.112041 0.309470 0.807059 0.793505 0.395357 
0.037319 0.974696 0.303303 0.908404 0.607223 0.185837 0.456557 
0.808866 0.484973 0.517301 0.029471 0.223919 0.337009 0.578155 
0.339837 0.740486 0.600537 0.754827 0.160477 0.495607 0.284648 
0.968260 0.428611 0.252957 0.123197 0.437231 0.549330 0.653834 
0.762023 0.840482 0.659592 0.677194 0.286971 0.614138 0.154600 
0.481805 0.688972 0.315417 0.392014 0.457186 0.071605 0.759696 
0.370876 0.327174 0.684747 0.203940 0.422945 0.674998 0.773185 
0.475511 0.479173 0.726683 0.246611 0.174632 0.742143 0.049146 
0.655641 0.554243 0.584733 0.904702 0.465578 0.542657 0.594810 
0.658781 0.588095 0.695686 0.797901 0.619127 0.164476 0.190077 
0.871430 0.283805 0.406300 0.981630 0.053843 0.567138 0.415805 
0.031779 0.322056 0.949047 0.615588 0.118649 0.695388 0.972155 
0.687472 0.119438 0.963585 0.865110 0.475992 0.362218 0.186177 
0.162068 0.427498 0.435681 0.404339 0.475992 0.734739 0.437679 
0.528978 0.236747 0.843996 0.669215 0.249535 0.364128 0.297995 
0.598529 0.969581 0.083332 0.165565 0.521359 0.916984 0.198300 
0.742227 0.957374 0.747633 0.343210 0.079657 0.588979 0.558575 
0.207602 0.368000 0.627804 0.747525 0.080459 0.742018 0.632714 
0.657399 0.288164 0.917004 0.443570 0.528005 0.483493 0.516947 
0.436403 0.302281 0.478186 0.063875 0.946738 0.338190 0.662194 
0.784487 0.353457 0.749599 0.635214 0.564302 0.386422 0.483820 
0.330872 0.128372 0.905613 0.549808 0.349457 0.394553 0.938349 
0.173311 0.677694 0.635232 0.040162 0.681785 0.489042 0.487757 
0.804560 0.651985 0.454647 0.550533 0.395313 0.054443 0.420630 
0.185863 0.551562 0.286730 0.562475 0.988915 0.719416 0.296247 
0.511919 0.274465 0.608706 0.908603 0.602620 0.658896 0.145507 
0.725424 0.407142 0.375261 0.536795 0.420263 0.401732 0.189828 
0.723505 0.072510 0.396233 0.957794 0.470685 0.494968 0.424832 
0.424117 0.879102 0.115008 0.746604 0.896088 0.374068 0.460777 
0.684923 0.456354 0.437405 0.700844 0.713269 0.176481 0.424833 
0.931130 0.520480 0.240057 0.315631 0.489348 0.658526 0.553024 
0.256557 0.333939 0.624002 0.715300 0.509096 0.451793 0.483972 
0.469713 0.127719 0.656342 0.447002 0.294302 0.775014 0.205760 
0.645689 0.134837 0.262488 0.635801 0.844868 0.300103 0.905054 
0.206394 0.830852 0.737002 0.012536 0.608828 0.477909 0.289080 
0.393471 0.157732 0.639636 0.334750 0.575474 0.709908 0.346245 
0.271198 0.202454 0.713282 0.200180 0.987383 0.253392 0.739603 
0.895707 0.858114 0.648250 0.336444 0.216588 0.865210 0.165510 
0.521868 0.879852 0.580064 0.282501 0.575119 0.439135 0.487744 
0.858316 0.271746 0.838780 0.240840 0.089823 0.341806 0.773998 
0.296673 0.957450 0.429215 0.198176 0.503854 0.027399 0.712137 
0.896609 0.342975 0.959698 0.108168 0.873783 0.261518 0.646305 
0.787506 0.069123 0.262834 0.601157 0.491282 0.370254 0.507071 
0.733189 0.258173 0.493135 0.281279 0.737606 0.076974 0.577575 
0.407397 0.780304 0.068742 0.682656 0.372614 0.706065 0.553318 
0.647028 0.173787 0.108991 0.701722 0.848180 0.654917 0.255201 
0.592880 0.699348 0.004512 0.335398 0.197466 0.965839 0.062054 
0.350855 0.530936 0.202836 0.865620 0.813336 0.316621 0.372462 
0.690480 0.254933 0.954164 0.630187 0.441998 0.475060 0.520562 
0.734980 0.420022 0.285777 0.352313 0.680307 0.585224 0.765526 
0.733056 0.575314 0.610401 0.031423 0.818350 0.459325 0.189970 
0.687375 0.063774 0.874969 0.385036 0.440384 0.818559 0.711359 
0.062188 0.508374 0.453950 0.297011 0.866527 0.256755 0.696663 
0.738947 0.831942 0.000880 0.577645 0.373122 0.536134 0.265765 
0.746357 0.136238 0.873604 0.258603 0.773885 0.011091 0.866409 
0.277045 0.043944 0.973416 0.531090 0.211259 0.807633 0.628662 
0.796695 0.063579 0.551489 0.224137 0.746652 0.801357 0.320577 
0.530317 0.192497 0.679302 0.302338 0.815665 0.606366 0.056880 
0.211354 0.602882 0.862479 0.841391 0.520443 0.489876 0.510965 
0.070737 0.982785 0.582676 0.774668 0.188446 0.700826 0.105677 
0.724571 0.309258 0.741846 0.037030 0.081726 0.648600 0.635553 
0.441019 0.906504 0.082514 0.898185 0.425579 0.543506 0.482493 
0.865948 0.507477 0.378253 0.745116 0.706088 0.091601 0.342753 
0.512834 0.455878 0.719790 0.740029 0.536962 0.024941 0.675895 
0.071223 0.373063 0.302656 0.752429 0.354135 0.890498 0.316848 
0.353724 0.769481 0.981507 0.340118 0.366774 0.658904 0.365362 
0.518085 0.172611 0.919331 0.525910 0.766266 0.157075 0.545510 
0.008869 0.333706 0.899699 0.101425 0.589380 0.678448 0.342830 
0.434196 0.628184 0.211753 0.649285 0.605652 0.621732 0.559837 
0.172636 0.906447 0.343521 0.927145 0.319978 0.928679 0.364811 
0.554488 0.281527 0.040083 0.859821 0.312710 0.366823 0.186802 
0.014526 0.999358 0.632220 0.332462 0.241313 0.159491 0.537737 
0.080819 0.575006 0.897046 0.257414 0.622648 0.650993 0.638557 
0.021926 0.424845 0.957273 0.468475 0.974069 0.202071 0.808009 
0.216558 0.294404 0.520977 0.519461 0.829609 0.864021 0.444405 
0.696317 0.932297 0.150251 0.527011 0.061985 0.619004 0.777502 
0.535416 0.600222 0.314685 0.019224 0.517477 0.447127 0.993023 
0.512978 0.785203 0.352600 0.242122 0.745046 0.310521 0.471288 
0.404896 0.188298 0.124064 0.953622 0.146137 0.993891 0.782680 
0.778710 0.412044 0.905952 0.178119 0.108942 0.545970 0.538551 
0.261585 0.832028 0.345646 0.522783 0.385357 0.887810 0.729315 
0.736837 0.085173 0.966299 0.517340 0.401134 0.077054 0.338163 
0.773822 0.309694 0.601263 0.794183 0.503220 0.532614 0.271708 
0.262883 0.172869 0.942137 0.379133 0.274643 0.653345 0.568715 
0.155625 0.200967 0.703226 0.781740 0.186231 0.902947 0.323945 
0.734723 0.177463 0.630420 0.220449 0.936351 0.581928 0.350429 
0.385110 0.453732 0.691546 0.822579 0.193971 0.045601 0.696477 
0.654089 0.735193 0.036986 0.790379 0.116322 0.945526 0.264452 
0.126977 0.729052 0.548348 0.094914 0.918398 0.483096 0.514890 
0.832347 0.407179 0.176721 0.714937 0.198370 0.011245 0.249516 
0.494715 0.241841 0.738036 0.755592 0.630827 0.023167 0.702640 
0.784021 0.374862 0.214920 0.501820 0.698681 0.193683 0.927978 
0.177788 0.466013 0.891481 0.281288 0.031873 0.914309 0.408036 
0.608894 0.662867 0.306983 0.293228 0.950919 0.252360 0.296148 
0.093155 0.780681 0.274066 0.533659 0.116043 0.565924 0.647028 
0.651317 0.082699 0.709562 0.033284 0.776685 0.589056 0.254259 
0.358423 0.949000 0.083521 0.976600 0.729853 0.223410 0.425610 
0.932393 0.183201 0.619336 0.015182 0.357031 0.605346 0.367827 
0.948045 0.106520 0.332744 0.869730 0.368608 0.575473 0.013713 
0.120326 0.706115 0.559055 0.542082 0.403098 0.936115 0.348967 
0.233388 0.916213 0.680144 0.691081 0.192348 0.552521 0.109664 
0.445408 0.919794 0.612822 0.238539 0.129063 0.491417 0.575819 
0.348844 0.597685 0.736902 0.297242 0.473633 0.853414 0.087284 
0.171766 0.342041 0.489857 0.446192 0.987088 0.492124 0.370623 
0.853638 0.289526 0.801378 0.148472 0.003165 0.857102 0.434371 
0.793114 0.600835 0.638178 0.962885 0.115254 0.590936 0.102019 
0.288432 0.169282 0.436777 0.879222 0.399828 0.824088 0.428030 
0.704353 0.400052 0.363627 0.760092 0.814389 0.224782 0.431605 
0.753746 0.137192 0.286309 0.827874 0.173448 0.695695 0.863018 
0.955432 0.078289 0.220816 0.508043 0.850044 0.406977 0.692426 
0.509668 0.897197 0.465201 0.599481 0.753115 0.468900 0.029096 
0.467376 0.265806 0.629485 0.186967 0.751625 0.496469 0.419691 
0.246917 0.462231 0.152939 0.385497 0.876112 0.475115 0.911296 
0.743462 0.196889 0.464988 0.792286 0.658320 0.263964 0.651472 
0.655609 0.499548 0.599754 0.148655 0.522362 0.020759 0.224498 
0.677234 0.592405 0.981312 0.246968 0.505643 0.922700 0.008230 
0.330515 0.852801 0.750685 0.470299 0.319503 0.411421 0.397812 
0.510113 0.915191 0.760964 0.310876 0.373590 0.353037 0.216408 
0.290303 0.673032 0.251289 0.655833 0.229157 0.879815 0.035562 
0.704165 0.529953 0.407331 0.536221 0.421986 0.011367 0.990859 
0.749450 0.112551 0.251443 0.854025 0.421729 0.055036 0.793981 
0.638281 0.608493 0.420303 0.213551 0.564799 0.166274 0.901105 
0.702688 0.056519 0.766775 0.378633 0.462051 0.274466 0.881177 
0.147726 0.109389 0.513621 0.961300 0.289847 0.422214 0.346047 
0.349953 0.538810 0.809944 0.516087 0.476037 0.313220 0.135381 
0.648192 0.244291 0.524986 0.838033 0.185477 0.355264 0.785394 
0.489371 0.042606 0.580335 0.716995 0.425359 0.281690 0.764624 
0.485490 0.942230 0.418446 0.543629 0.351588 0.921136 0.029077 
0.332979 0.393512 0.556564 0.664623 0.736827 0.113147 0.800683 
0.821829 0.768957 0.299909 0.063029 0.406859 0.268253 0.674759 
0.049933 0.997296 0.539223 0.412287 0.175240 0.591003 0.882269 
0.373302 0.770691 0.061422 0.783559 0.493306 0.668915 0.574451 
0.588825 0.018622 0.760426 0.846185 0.462559 0.058441 0.946548 
0.691228 0.800423 0.004497 0.362505 0.776771 0.169034 0.578644 
0.375214 0.297113 0.548402 0.797155 0.641452 0.310242 0.581101 
0.416790 0.259232 0.451124 0.655754 0.425390 0.677596 0.314787 
0.544638 0.240782 0.786273 0.730330 0.629321 0.152338 0.319749 
0.133430 0.669873 0.216946 0.896450 0.433085 0.779112 0.795421 
0.663366 0.287929 0.774137 0.934235 0.123197 0.907131 0.330897 
0.246476 0.696168 0.123144 0.984173 0.482329 0.567768 0.851128 
0.436212 0.956042 0.451839 0.470300 0.555581 0.235067 0.747795 
0.502608 0.749635 0.269968 0.335446 0.515713 0.713419 0.481155 
0.808345 0.161716 0.088374 0.464140 0.521783 0.709915 0.806824 
0.598576 0.783019 0.173448 0.707532 0.239282 0.680452 0.249440 
0.528877 0.479631 0.344648 0.119247 0.973139 0.829589 0.510775 
0.216176 0.292188 0.542283 0.578230 0.724825 0.486858 0.594695 
0.882764 0.758309 0.327349 0.511273 0.361313 0.196042 0.527747 
0.255363 0.355766 0.594416 0.272852 0.843449 0.414320 0.812116 
0.861687 0.039300 0.835523 0.181959 0.577405 0.644223 0.696766 
0.684166 0.518353 0.671528 0.536207 0.513401 0.072724 0.879030 
0.979912 0.384554 0.607749 0.621577 0.352284 0.401220 0.692001 
0.861092 0.393363 0.564525 0.474937 0.282458 0.221836 0.877309 
