10000 9
0.387248 0.129237 0.957460 0.443554 0.269362 0.845504 0.050005 0.790021 0.944194 
0.062280 0.364170 0.801922 0.019822 0.765108 0.346459 0.746230 0.229215 0.536736 
0.427276 0.476775 0.912203 0.602884 0.497272 0.451293 0.369212 0.068452 0.703776 
0.663788 0.910748 0.054503 0.588164 0.595277 0.623571 0.446027 0.957128 0.060521 
0.106641 0.557051 0.253211 0.524073 0.525231 0.983690 0.364547 0.922557 0.644815 
0.847549 0.448823 0.696402 0.594455 0.274687 0.598621 0.008071 0.772775 0.447118 
0.628284 0.548580 0.031253 0.237458 0.357386 0.613113 0.523403 0.825893 0.297310 
0.174237 0.875497 0.978583 0.459237 0.285476 0.157113 0.467764 0.578656 0.682034 
0.734754 0.223223 0.272996 0.314290 0.601073 0.633729 0.077569 0.705374 0.283035 
0.018257 0.432789 0.742274 0.279547 0.480126 0.959336 0.421435 0.674204 0.573002 
0.396802 0.617098 0.417838 0.559953 0.539647 0.555982 0.483156 0.518508 0.889504 
0.506808 0.516227 0.716884 0.441086 0.019922 0.578694 0.697853 0.869803 0.251367 
0.880037 0.215552 0.922436 0.553596 0.669155 0.345021 0.755387 0.081760 0.327131 
0.507703 0.274372 0.652197 0.235711 0.840303 0.666286 0.248443 0.362534 0.296691 
0.341357 0.570456 0.738165 0.163643 0.636271 0.655802 0.116608 0.935622 0.349181 
0.258885 0.918598 0.454260 0.537072 0.493416 0.526227 0.261204 0.958903 0.599797 
0.955915 0.388930 0.296048 0.387551 0.848755 0.342205 0.819408 0.467054 0.243121 
0.513434 0.996418 0.854816 0.287890 0.250579 0.644167 0.318623 0.269377 0.605962 
0.096766 0.865941 0.048772 0.716938 0.671771 0.345262 0.865869 0.359534 0.742569 
0.271543 0.369143 0.891711 0.805113 0.241202 0.440786 0.645897 0.759466 0.742816 
0.522982 0.600341 0.322723 0.871569 0.059865 0.730815 0.889613 0.335067 0.427179 
0.173354 0.548159 0.125557 0.645234 0.439437 0.289321 0.761898 0.202278 0.576105 
0.227995 0.569814 0.551502 0.429559 0.020143 0.605499 0.320183 0.906126 0.803773 
0.373845 0.299010 0.586717 0.153353 0.621880 0.325458 0.559500 0.690202 0.336634 
0.517763 0.012821 0.643923 0.733359 0.412943 0.098182 0.777344 0.490807 0.591989 
0.555945 0.636356 0.598213 0.333569 0.852128 0.633410 0.308449 0.183536 0.859523 
0.484103 0.042824 0.570368 0.596451 0.561443 0.729097 0.715386 0.594999 0.474667 
0.732263 0.349050 0.954552 0.187878 0.264480 0.431239 0.731081 0.124297 0.482968 
0.965699 0.160651 0.129925 0.991448 0.579856 0.225989 0.744214 0.121225 0.817605 
0.397162 0.128227 0.918553 0.285310 0.178085 0.280243 0.864459 0.816274 0.749822 
0.605891 0.069123 0.262834 0.601157 0.491282 0.370254 0.507071 0.400709 0.663542 
0.940064 0.343307 0.612711 0.090089 0.938858 0.755084 0.215502 0.426027 0.128942 
0.052457 0.870811 0.309409 0.583891 0.637573 0.078457 0.369365 0.818502 0.900102 
0.769953 0.503268 0.202071 0.410765 0.645484 0.859269 0.520496 0.578294 0.352047 
0.154437 0.621821 0.444273 0.588778 0.042000 0.147783 0.602693 0.479272 0.534189 
0.817507 0.398051 0.435658 0.214570 0.392575 0.824103 0.243164 0.708588 0.180225 
0.564439 0.587860 0.252355 0.347661 0.507291 0.921117 0.000987 0.987944 0.071705 
0.499306 0.143732 0.615958 0.212953 0.933960 0.619425 0.156576 0.439199 0.439823 
0.972124 0.053442 0.455381 0.774129 0.981880 0.353424 0.379543 0.665782 0.378159 
0.556689 0.414981 0.147156 0.507912 0.976955 0.332602 0.228345 0.220169 0.734270 
0.634102 0.675073 0.634648 0.649546 0.592202 0.548040 0.007076 0.969549 0.371555 
0.383676 0.156305 0.622738 0.248419 0.777195 0.118051 0.914101 0.310848 0.369546 
0.796419 0.032954 0.958887 0.047435 0.949631 0.367760 0.404482 0.310930 0.615550 
0.244077 0.212515 0.518932 0.923917 0.117594 0.145106 0.940016 0.496140 0.553253 
0.604379 0.456060 0.760169 0.254121 0.059999 0.786260 0.383389 0.195352 0.601671 
0.549909 0.047881 0.894508 0.151599 0.894908 0.401239 0.721962 0.229183 0.911750 
0.673957 0.932297 0.150251 0.527011 0.061985 0.619004 0.777502 0.931794 0.166099 
0.857041 0.079139 0.107404 0.863525 0.742700 0.443761 0.336360 0.473285 0.769237 
0.060889 0.725915 0.770681 0.412842 0.214891 0.925459 0.226184 0.830001 0.723420 
0.681885 0.412044 0.905952 0.178119 0.108942 0.545970 0.538551 0.882406 0.205360 
0.938961 0.401481 0.910415 0.426894 0.049335 0.545725 0.595532 0.303547 0.661504 
0.170493 0.820321 0.085581 0.970918 0.519813 0.403051 0.077422 0.339779 0.645808 
0.411840 0.002427 0.593736 0.986743 0.604435 0.114020 0.883836 0.161935 0.854749 
0.537501 0.430839 0.107082 0.800456 0.085292 0.364325 0.301552 0.905309 0.350028 
0.621802 0.647109 0.099837 0.504887 0.727990 0.733305 0.074690 0.517788 0.687589 
0.782486 0.048044 0.302507 0.866968 0.705273 0.584843 0.125988 0.530140 0.181679 
0.737581 0.143144 0.906509 0.264756 0.442918 0.954664 0.108443 0.846336 0.011869 
0.449146 0.202809 0.967038 0.275041 0.396335 0.534899 0.279533 0.683003 0.231773 
0.560099 0.783260 0.388934 0.475683 0.724659 0.366163 0.768578 0.179816 0.294250 
0.553517 0.732249 0.586184 0.127352 0.274101 0.819291 0.287621 0.560052 0.121782 
0.120453 0.949000 0.083521 0.976600 0.729853 0.223410 0.425610 0.351161 0.957214 
0.316417 0.341146 0.891693 0.377916 0.590005 0.014059 0.842314 0.201945 0.662236 
0.300468 0.374361 0.913625 0.319596 0.030822 0.868841 0.184666 0.439371 0.970416 
0.588120 0.340215 0.198541 0.777170 0.585463 0.624244 0.961456 0.081182 0.575183 
0.143209 0.740402 0.702600 0.157715 0.506091 0.114062 0.383913 0.779655 0.420968 
0.242964 0.431196 0.471011 0.929772 0.157530 0.371012 0.845875 0.819470 0.433932 
0.513235 0.542491 0.633819 0.911901 0.173708 0.799358 0.294872 0.774476 0.064221 
0.111553 0.921114 0.040748 0.600132 0.900248 0.481075 0.611370 0.760443 0.484664 
0.260888 0.986071 0.276013 0.341662 0.723864 0.833926 0.050363 0.369818 0.758722 
0.482566 0.210541 0.182995 0.916284 0.848981 0.471305 0.044993 0.809545 0.948302 
0.279421 0.537155 0.933156 0.277816 0.484545 0.979043 0.658215 0.787674 0.168404 
0.464315 0.459392 0.290508 0.494586 0.691959 0.559440 0.729592 0.326016 0.184365 
0.224959 0.489187 0.246166 0.624072 0.254399 0.602572 0.406581 0.507729 0.718569 
0.334482 0.197492 0.483334 0.826640 0.644395 0.416785 0.687278 0.727670 0.192742 
0.153540 0.933500 0.019707 0.603959 0.574002 0.980468 0.212968 0.483322 0.919210 
0.534053 0.756822 0.483336 0.336252 0.425908 0.412634 0.698877 0.434452 0.569855 
0.028891 0.731664 0.462028 0.431038 0.339430 0.757723 0.351023 0.769889 0.921778 
0.494587 0.160281 0.383742 0.739193 0.801353 0.700538 0.854534 0.549367 0.568966 
0.219819 0.376194 0.057915 0.562423 0.396307 0.102971 0.483486 0.904900 0.272841 
0.186010 0.545530 0.804005 0.180173 0.899769 0.337908 0.102517 0.272363 0.649410 
0.412567 0.252905 0.782475 0.392957 0.281240 0.722909 0.558501 0.280311 0.578173 
0.715496 0.220410 0.554698 0.321983 0.860201 0.732448 0.288917 0.438589 0.219241 
0.609975 0.414385 0.179213 0.480374 0.220746 0.720843 0.669555 0.576952 0.139662 
0.273752 0.811541 0.677300 0.234562 0.898779 0.445839 0.784081 0.800024 0.208634 
0.798138 0.208109 0.738907 0.729559 0.401051 0.566192 0.662649 0.588266 0.118172 
0.502817 0.607146 0.591128 0.823959 0.137593 0.742240 0.254679 0.321235 0.504468 
0.899437 0.161716 0.088374 0.464140 0.521783 0.709915 0.806824 0.603997 0.322368 
0.296555 0.730292 0.670714 0.986309 0.544509 0.271492 0.526086 0.817930 0.243019 
0.468081 0.566206 0.235155 0.511048 0.780301 0.231595 0.606120 0.829067 0.732660 
0.687835 0.494574 0.306590 0.613638 0.362940 0.598932 0.280948 0.845192 0.420841 
0.447232 0.842471 0.216515 0.595256 0.659252 0.709575 0.950206 0.477811 0.206587 
0.700627 0.172238 0.891211 0.987208 0.059206 0.198433 0.759848 0.582899 0.247436 
0.192299 0.296893 0.984999 0.594758 0.803335 0.085500 0.489389 0.894885 0.988637 
0.360404 0.653649 0.952248 0.678073 0.419154 0.400660 0.163530 0.925774 0.073610 
0.501770 0.941401 0.642848 0.410732 0.750360 0.471104 0.586161 0.614071 0.121964 
0.745922 0.147615 0.358196 0.809060 0.552293 0.765427 0.756020 0.332921 0.658571 
0.364840 0.179021 0.905405 0.311346 0.458644 0.293238 0.931960 0.453171 0.800747 
0.822907 0.411531 0.565943 0.062098 0.653182 0.947704 0.728746 0.537963 0.384346 
