10000 8
0.317609 0.676925 0.943757 0.507151 0.282396 0.615295 0.010968 0.968157 
0.647108 0.972419 0.740248 0.009172 0.253342 0.482246 0.940702 0.148788 
0.606320 0.994514 0.526325 0.328893 0.114472 0.956739 0.434119 0.256973 
0.311526 0.727204 0.160390 0.985758 0.063178 0.923568 0.423996 0.750390 
0.851963 0.496152 0.550735 0.117401 0.948067 0.012115 0.519918 0.345908 
0.545099 0.901136 0.213415 0.629884 0.904975 0.464323 0.593305 0.397177 
0.644609 0.434086 0.119166 0.472759 0.865726 0.754297 0.298978 0.213864 
0.423567 0.974696 0.303303 0.908404 0.607223 0.185837 0.456557 0.109943 
0.581627 0.181246 0.483002 0.590719 0.691137 0.540659 0.385532 0.797538 
0.108005 0.584247 0.569647 0.615079 0.221263 0.410062 0.175059 0.692601 
0.665740 0.714584 0.345735 0.154942 0.627082 0.321645 0.312209 0.606589 
0.345115 0.681913 0.662973 0.537717 0.070373 0.406606 0.885673 0.273321 
0.853502 0.729704 0.397570 0.166800 0.948054 0.456882 0.224905 0.405078 
0.029741 0.744789 0.348349 0.529227 0.779926 0.201108 0.814478 0.687893 
0.588266 0.926108 0.574732 0.684819 0.376032 0.766969 0.125235 0.358989 
0.955907 0.570254 0.297873 0.798886 0.479576 0.834580 0.057751 0.203378 
0.028667 0.580419 0.344703 0.950749 0.628430 0.148091 0.705564 0.973085 
0.148080 0.857160 0.450109 0.331092 0.146938 0.269938 0.791831 0.997916 
0.399770 0.471094 0.727179 0.433175 0.560664 0.333402 0.107527 0.448701 
0.848121 0.319277 0.732139 0.226287 0.850284 0.055807 0.694556 0.180343 
0.757298 0.195878 0.700961 0.534379 0.397233 0.782807 0.908187 0.209568 
0.544155 0.650880 0.669627 0.152090 0.938208 0.375322 0.534530 0.301916 
0.857957 0.408368 0.445513 0.215160 0.548513 0.903823 0.316932 0.037121 
0.922923 0.367434 0.770695 0.376587 0.084715 0.622765 0.327432 0.236268 
0.774337 0.302281 0.478186 0.063875 0.946738 0.338190 0.662194 0.123190 
0.567290 0.999978 0.089683 0.540084 0.409139 0.409844 0.180257 0.405448 
0.648283 0.589068 0.367126 0.768159 0.307223 0.561962 0.526965 0.613029 
0.631853 0.477579 0.578292 0.415259 0.057230 0.441850 0.835947 0.562178 
0.400752 0.988867 0.718205 0.293209 0.542692 0.530357 0.471441 0.141900 
0.724969 0.132393 0.793756 0.132365 0.113810 0.754140 0.843422 0.469912 
0.355226 0.495321 0.977114 0.466817 0.308105 0.887187 0.677737 0.727881 
0.270798 0.964745 0.499000 0.286430 0.810628 0.581846 0.500482 0.021570 
0.397575 0.882267 0.437592 0.673755 0.364336 0.678095 0.058806 0.602933 
0.331532 0.548159 0.125557 0.645234 0.439437 0.289321 0.761898 0.202278 
0.750355 0.092259 0.234471 0.281266 0.982886 0.433719 0.285158 0.535476 
0.315747 0.320288 0.686183 0.906374 0.032026 0.933709 0.593029 0.624985 
0.258146 0.372561 0.675006 0.480987 0.666075 0.307940 0.567976 0.409551 
0.874409 0.260307 0.561977 0.421787 0.471899 0.335024 0.971339 0.293269 
0.052469 0.731383 0.167006 0.160981 0.772676 0.949792 0.200833 0.550480 
0.063543 0.922782 0.322414 0.220756 0.317611 0.871496 0.825813 0.762810 
0.178556 0.911080 0.126105 0.564507 0.321471 0.738865 0.434931 0.656594 
0.576736 0.517092 0.291919 0.373988 0.849581 0.136829 0.641125 0.232099 
0.453601 0.476379 0.782826 0.079433 0.686300 0.379816 0.709440 0.558446 
0.247672 0.688798 0.832558 0.642856 0.250501 0.115499 0.395436 0.629417 
0.396390 0.616946 0.348243 0.620170 0.092655 0.949370 0.763875 0.219242 
0.679908 0.315975 0.487133 0.707271 0.732010 0.002871 0.544491 0.890367 
0.613048 0.848593 0.254009 0.218304 0.581258 0.706195 0.338003 0.106404 
0.169104 0.606834 0.644344 0.482737 0.585280 0.620975 0.031967 0.832526 
0.439163 0.870811 0.309409 0.583891 0.637573 0.078457 0.369365 0.818502 
0.781745 0.599358 0.529349 0.158781 0.539876 0.420792 0.498651 0.593209 
0.803453 0.782017 0.145596 0.525455 0.060392 0.981291 0.543045 0.226163 
0.385976 0.063579 0.551489 0.224137 0.746652 0.801357 0.320577 0.911361 
0.848238 0.006778 0.254607 0.676036 0.292395 0.523263 0.070654 0.939681 
0.550689 0.029962 0.892353 0.392677 0.517359 0.452851 0.953060 0.320023 
0.404583 0.895393 0.551339 0.063877 0.461385 0.776619 0.982079 0.360552 
0.514805 0.673527 0.570808 0.086678 0.743899 0.952716 0.176798 0.397250 
0.799927 0.804516 0.120887 0.648111 0.434739 0.991377 0.124624 0.237259 
0.155259 0.413190 0.946886 0.226205 0.716655 0.275576 0.692211 0.763710 
0.621091 0.272800 0.601633 0.160546 0.623983 0.577767 0.594799 0.529239 
0.939384 0.232222 0.644770 0.006905 0.750658 0.706907 0.173663 0.685642 
0.214872 0.622396 0.213863 0.278344 0.739171 0.169170 0.467607 0.982256 
0.690933 0.532199 0.944304 0.288954 0.199281 0.726717 0.289319 0.517525 
0.302289 0.932297 0.150251 0.527011 0.061985 0.619004 0.777502 0.931794 
0.405678 0.401957 0.543037 0.377182 0.533422 0.999353 0.208781 0.784468 
0.384665 0.590782 0.459873 0.324922 0.945308 0.124472 0.479198 0.410741 
0.608410 0.915205 0.189023 0.120004 0.556040 0.548638 0.891712 0.216202 
0.384229 0.969449 0.168833 0.347873 0.272166 0.346150 0.848235 0.107761 
0.917050 0.785114 0.642608 0.383756 0.618951 0.506741 0.239853 0.093296 
0.545101 0.140107 0.726621 0.427941 0.254448 0.655711 0.298684 0.353904 
0.128487 0.637634 0.385421 0.165561 0.907956 0.080660 0.887222 0.448198 
0.387995 0.662889 0.171121 0.307626 0.662270 0.792199 0.733337 0.263084 
0.567870 0.300340 0.192876 0.310582 0.473549 0.796572 0.264458 0.542350 
0.870596 0.128563 0.852563 0.285107 0.444208 0.627432 0.552744 0.190713 
0.333668 0.521654 0.215862 0.784579 0.353187 0.371384 0.918646 0.363000 
0.647568 0.946769 0.823393 0.143960 0.651275 0.283828 0.206456 0.484507 
0.982765 0.393772 0.350722 0.299392 0.327202 0.703477 0.689984 0.023589 
0.345885 0.574759 0.670633 0.446265 0.193685 0.783564 0.217412 0.012324 
0.258554 0.883845 0.719003 0.596228 0.128441 0.540460 0.185215 0.428953 
0.391666 0.910304 0.265864 0.444772 0.958660 0.108897 0.849878 0.011919 
0.438312 0.776490 0.116337 0.636321 0.294690 0.281485 0.912839 0.242254 
0.894133 0.670409 0.332537 0.729116 0.505699 0.371754 0.142098 0.456509 
0.783154 0.372497 0.257875 0.595294 0.482730 0.724409 0.586502 0.570587 
0.221857 0.505075 0.930745 0.690932 0.702042 0.195399 0.561285 0.111404 
0.353767 0.641092 0.461090 0.528677 0.378317 0.206139 0.983099 0.245336 
0.868177 0.549854 0.784371 0.220638 0.523502 0.337652 0.242332 0.418103 
0.326002 0.169282 0.436777 0.879222 0.399828 0.824088 0.428030 0.451810 
0.054336 0.542491 0.633819 0.911901 0.173708 0.799358 0.294872 0.774476 
0.510094 0.797982 0.155765 0.923190 0.065991 0.610654 0.902873 0.494730 
0.861440 0.641422 0.190512 0.765877 0.505883 0.427649 0.023906 0.330086 
0.315913 0.287776 0.456961 0.275874 0.617366 0.375478 0.718308 0.904032 
0.943762 0.563198 0.702427 0.036420 0.218236 0.627981 0.292223 0.338865 
0.045435 0.616991 0.498829 0.650547 0.290695 0.164391 0.838283 0.223823 
0.147560 0.574211 0.234073 0.554429 0.374097 0.467164 0.661158 0.319503 
0.029425 0.482616 0.826399 0.643901 0.415975 0.686844 0.727292 0.191620 
0.133102 0.477572 0.635042 0.853856 0.752473 0.474097 0.324382 0.415641 
0.290967 0.623984 0.377440 0.909830 0.212170 0.720632 0.535198 0.025569 
0.564806 0.641774 0.881405 0.120339 0.526155 0.771506 0.049928 0.725726 
0.335226 0.452070 0.592771 0.059839 0.555858 0.996085 0.570946 0.078186 
0.351865 0.269030 0.913761 0.451228 0.058886 0.849518 0.598926 0.466465 
0.539666 0.249473 0.584677 0.204356 0.905622 0.665166 0.429043 0.618669 
0.821553 0.311375 0.887222 0.659081 0.243096 0.379460 0.413304 0.512596 
0.682958 0.560722 0.535879 0.568479 0.406417 0.193522 0.731618 0.397127 
0.834773 0.465622 0.202101 0.771134 0.919754 0.198830 0.734891 0.091959 
0.317428 0.388827 0.758074 0.125363 0.837040 0.145159 0.859110 0.312393 
0.871506 0.507087 0.498130 0.099694 0.385448 0.245403 0.218947 0.869002 
0.702902 0.617918 0.488089 0.532051 0.067090 0.731768 0.283926 0.536363 
0.074402 0.240782 0.786273 0.730330 0.629321 0.152338 0.319749 0.956441 
0.500197 0.184258 0.892127 0.409419 0.769891 0.786881 0.156625 0.638799 
0.615914 0.825032 0.441485 0.620809 0.147746 0.730703 0.901546 0.145217 
0.545048 0.501392 0.533738 0.591295 0.441169 0.082397 0.692902 0.653825 
0.595479 0.131635 0.842695 0.579496 0.104811 0.790852 0.375866 0.550528 
0.122484 0.974025 0.263576 0.191692 0.841113 0.805311 0.204358 0.730892 
0.476210 0.262084 0.610385 0.307146 0.558526 0.594657 0.742005 0.502817 
0.690896 0.249445 0.798872 0.385665 0.768701 0.385193 0.039786 0.479901 
0.001890 0.817640 0.794220 0.072369 0.381231 0.127832 0.952175 0.472793 
0.427236 0.571668 0.154463 0.888875 0.986933 0.039003 0.181220 0.754691 
0.801754 0.727481 0.178335 0.723270 0.561254 0.488639 0.347434 0.584090 
0.813195 0.555371 0.375968 0.552039 0.459881 0.261884 0.199523 0.873791 
0.748285 0.391905 0.487130 0.235509 0.525466 0.765025 0.604073 0.414582 
0.363493 0.395711 0.820221 0.578462 0.779139 0.770281 0.371913 0.678528 
0.781726 0.325804 0.188849 0.906537 0.319590 0.465124 0.301699 0.932774 
0.022020 0.536242 0.905989 0.691472 0.694236 0.457341 0.598642 0.364567 
0.548942 0.124895 0.790888 0.765901 0.398466 0.980328 0.291716 0.600299 
0.899944 0.128084 0.298778 0.661133 0.143210 0.662706 0.774326 0.246406 
0.340963 0.463534 0.764889 0.891702 0.498197 0.189857 0.285071 0.908554 
0.544049 0.910372 0.600240 0.160028 0.639218 0.610942 0.543517 0.460954 
0.968659 0.195636 0.680802 0.124073 0.756554 0.396971 0.344821 0.466835 
0.284016 0.345311 0.296230 0.231587 0.413313 0.918185 0.514755 0.577443 
0.566710 0.803267 0.026610 0.630761 0.711710 0.643432 0.473487 0.645513 
0.336725 0.273593 0.429387 0.973075 0.089507 0.363241 0.787463 0.413114 
0.772836 0.158408 0.063029 0.728959 0.951406 0.645683 0.422614 0.403973 
0.471935 0.573852 0.363228 0.914165 0.285272 0.344751 0.922862 0.005800 
0.445542 0.419007 0.792309 0.561723 0.068728 0.628572 0.068387 0.679854 
0.161555 0.476179 0.417181 0.836087 0.464787 0.259138 0.754192 0.253555 
0.857082 0.426256 0.539695 0.800897 0.354330 0.394154 0.769885 0.395732 
0.585173 0.951609 0.083581 0.196121 0.671602 0.485668 0.475873 0.529320 
0.762127 0.587327 0.499655 0.103986 0.555619 0.149130 0.408683 0.769733 
0.618332 0.563933 0.634063 0.550317 0.825299 0.139946 0.383691 0.785300 
0.484954 0.253462 0.872563 0.825525 0.134469 0.461332 0.565101 0.570854 
0.001806 0.312366 0.674518 0.681267 0.407331 0.765044 0.861445 0.442249 
0.070954 0.686709 0.011806 0.233870 0.888655 0.225059 0.937486 0.440624 
0.024494 0.460889 0.608185 0.337468 0.603712 0.270814 0.829651 0.550662 
0.470833 0.811761 0.198421 0.551857 0.217025 0.309729 0.644449 0.643812 
0.714307 0.644074 0.450270 0.877558 0.239411 0.495691 0.689606 0.022310 
0.456326 0.391235 0.384737 0.874915 0.292645 0.700168 0.612885 0.003470 
0.952931 0.542404 0.807494 0.431401 0.737250 0.549723 0.051974 0.245085 
0.945224 0.110693 0.475243 0.189689 0.317637 0.717988 0.591322 0.535063 
0.227656 0.850939 0.323122 0.730869 0.693289 0.151419 0.713584 0.029035 
0.367922 0.772070 0.669205 0.469936 0.187896 0.105102 0.665098 0.824302 
0.610469 0.726928 0.206271 0.842841 0.258842 0.026421 0.600990 0.563427 
0.524919 0.395847 0.193268 0.081618 0.631961 0.419055 0.824555 0.855450 
0.676431 0.544357 0.616708 0.360840 0.822946 0.073049 0.380849 0.594007 
0.231614 0.644884 0.472670 0.457807 0.183311 0.796204 0.151510 0.897792 
0.537339 0.094690 0.591029 0.430929 0.806861 0.850359 0.368712 0.422559 
0.355909 0.155776 0.446119 0.713378 0.622242 0.745977 0.798352 0.524194 
0.678591 0.222164 0.568876 0.638206 0.582323 0.816324 0.037665 0.830271 
0.202309 0.507158 0.354504 0.602194 0.507342 0.341154 0.026749 0.752384 
0.178809 0.488825 0.496577 0.432720 0.397608 0.414525 0.595447 0.391404 
0.057379 0.770230 0.574106 0.245617 0.657162 0.491280 0.590774 0.312920 
0.084032 0.890279 0.239608 0.919820 0.149334 0.685059 0.800692 0.014260 
0.802828 0.398439 0.369087 0.291544 0.275681 0.889380 0.109626 0.673135 
0.290345 0.667000 0.732851 0.721711 0.145418 0.845212 0.540722 0.512727 
0.628536 0.568908 0.561801 0.585518 0.185366 0.646559 0.405983 0.569022 
0.035310 0.550349 0.342866 0.692257 0.558061 0.320608 0.644629 0.948866 
0.277704 0.823660 0.480779 0.068158 0.421936 0.991888 0.372857 0.555369 
0.512478 0.636313 0.293260 0.534257 0.550789 0.019261 0.665265 0.691811 
0.646762 0.126048 0.347067 0.353722 0.702275 0.695851 0.422618 0.623290 
0.010651 0.931224 0.503360 0.092097 0.595692 0.752768 0.452621 0.263236 
0.608198 0.388923 0.297474 0.966200 0.215489 0.300008 0.696104 0.364367 
0.512417 0.189719 0.976568 0.095328 0.343846 0.462687 0.610176 0.699509 
0.555110 0.314873 0.494908 0.340941 0.848153 0.131287 0.423496 0.583828 
0.912227 0.136655 0.643035 0.639087 0.082874 0.892801 0.582819 0.005470 
0.559531 0.283795 0.568294 0.716181 0.181644 0.330912 0.565951 0.663263 
0.320403 0.979371 0.814031 0.063414 0.090531 0.632870 0.457359 0.771266 
0.441768 0.151696 0.701373 0.284820 0.342525 0.464198 0.875794 0.621633 
0.260389 0.991145 0.300503 0.361929 0.970088 0.090563 0.651248 0.502338 
0.476163 0.503960 0.839901 0.208701 0.096095 0.254316 0.573848 0.543097 
0.603875 0.383057 0.431674 0.925251 0.581133 0.287383 0.615045 0.360286 
0.824981 0.147185 0.204299 0.478730 0.504844 0.988811 0.178412 0.721701 
0.541126 0.707530 0.545342 0.250877 0.583755 0.849504 0.572911 0.352153 
0.119825 0.717503 0.303821 0.662401 0.033520 0.304553 0.998598 0.602367 
0.823013 0.173554 0.962611 0.401042 0.006512 0.142265 0.805985 0.659757 
0.792216 0.284132 0.192541 0.768532 0.379474 0.537728 0.806368 0.417709 
0.568879 0.580009 0.286067 0.345168 0.405666 0.531244 0.802375 0.756933 
0.411973 0.760839 0.244029 0.937539 0.143391 0.616181 0.349847 0.232577 
0.276189 0.544380 0.355597 0.746211 0.466644 0.049630 0.794884 0.068239 
0.740356 0.111488 0.282552 0.536315 0.711122 0.976254 0.691921 0.180132 
0.118193 0.839068 0.756402 0.447953 0.666404 0.611922 0.672861 0.357154 
0.491357 0.273847 0.467743 0.731401 0.665048 0.797072 0.055777 0.596189 
0.525925 0.560868 0.462926 0.408049 0.065996 0.433618 0.861098 0.597208 
0.429602 0.227926 0.699566 0.674668 0.688010 0.178648 0.808025 0.089521 
0.818519 0.258606 0.449086 0.630838 0.289865 0.527377 0.271672 0.246297 
0.836337 0.129046 0.383926 0.873914 0.437700 0.460476 0.234358 0.471298 
0.274142 0.839443 0.725041 0.166658 0.683946 0.144628 0.507309 0.510429 
0.284259 0.617628 0.527190 0.529416 0.390639 0.253355 0.857626 0.014494 
0.645543 0.787125 0.251980 0.477290 0.588313 0.382560 0.918396 0.193933 
0.258599 0.335375 0.694847 0.573847 0.594787 0.722547 0.278786 0.960957 
0.168845 0.446152 0.663825 0.003052 0.863202 0.361286 0.283212 0.793290 
0.478591 0.720407 0.090540 0.977833 0.057164 0.436009 0.353687 0.722768 
0.162427 0.560490 0.556628 0.465291 0.613119 0.527299 0.673614 0.483625 
0.448231 0.859810 0.543706 0.951041 0.601772 0.449779 0.186000 0.363714 
0.565117 0.548643 0.294651 0.629525 0.525761 0.685073 0.467503 0.309651 
0.419508 0.141099 0.698299 0.734176 0.410642 0.845066 0.474042 0.674681 
0.442765 0.675076 0.195144 0.485966 0.677849 0.350135 0.082452 0.852757 
0.280722 0.268405 0.743741 0.471148 0.073414 0.300245 0.540057 0.892802 
0.599254 0.241499 0.573200 0.907835 0.510049 0.560578 0.865698 0.505951 
0.535248 0.288213 0.433564 0.742332 0.032333 0.609169 0.518798 0.699613 
0.649302 0.477003 0.336747 0.584851 0.117218 0.446378 0.428561 0.482220 
0.655868 0.009072 0.938365 0.234647 0.277618 0.917270 0.053027 0.890705 
0.294622 0.333255 0.528685 0.659097 0.101111 0.621191 0.972815 0.527460 
0.516907 0.313695 0.802445 0.669924 0.939610 0.252655 0.128840 0.625109 
0.939757 0.158382 0.575295 0.781474 0.898197 0.058531 0.491576 0.458207 
0.103772 0.351783 0.861651 0.427740 0.483827 0.078672 0.462381 0.921601 
0.476383 0.188434 0.667165 0.592958 0.474272 0.046358 0.679228 0.395136 
0.439024 0.928502 0.344537 0.444408 0.325786 0.431650 0.762035 0.084807 
0.561784 0.436553 0.502060 0.139769 0.485492 0.725259 0.497655 0.495140 
0.448466 0.664267 0.618913 0.146329 0.913616 0.100281 0.585393 0.403818 
0.383469 0.822574 0.613955 0.612458 0.158824 0.598840 0.872027 0.077381 
0.322401 0.107376 0.913947 0.412655 0.335944 0.433139 0.386322 0.688817 
0.344471 0.054567 0.405404 0.731270 0.940113 0.750542 0.494220 0.330877 
0.829129 0.199326 0.441954 0.534106 0.365772 0.535249 0.724698 0.543337 
0.288854 0.265120 0.541961 0.317769 0.416453 0.986141 0.718776 0.515467 
0.750865 0.665253 0.939291 0.142888 0.368226 0.674211 0.868799 0.028530 
0.161281 0.446159 0.318129 0.822527 0.775528 0.701263 0.168189 0.850261 
0.568148 0.798205 0.307451 0.189746 0.838669 0.757004 0.200858 0.718372 
0.787105 0.000148 0.544515 0.577890 0.866243 0.814858 0.204245 0.180631 
0.746107 0.833739 0.612286 0.808091 0.354065 0.797334 0.426009 0.446823 
0.281389 0.498331 0.480930 0.613355 0.010432 0.334686 0.795167 0.771805 
0.775515 0.108471 0.334291 0.405804 0.331927 0.661486 0.928723 0.099498 
0.529854 0.832127 0.440845 0.312948 0.118258 0.197695 0.522563 0.486549 
0.973390 0.038685 0.622763 0.445916 0.478829 0.213962 0.281213 0.974613 
0.953266 0.230181 0.558417 0.159257 0.892039 0.503186 0.328483 0.927021 
0.420802 0.453341 0.227101 0.868797 0.714268 0.540181 0.197423 0.797405 
0.854193 0.014264 0.508852 0.670340 0.612343 0.151700 0.473383 0.458347 
0.928609 0.062361 0.388903 0.622503 0.204844 0.718788 0.371472 0.490156 
0.761947 0.246318 0.290790 0.700045 0.272507 0.952164 0.294864 0.553135 
0.188906 0.448743 0.823568 0.703357 0.278765 0.786739 0.537806 0.594539 
0.383511 0.550021 0.384595 0.642328 0.715526 0.462095 0.125510 0.583379 
0.454269 0.458484 0.129173 0.553316 0.404963 0.247579 0.775479 0.244496 
0.278057 0.350665 0.480747 0.810807 0.567644 0.490319 0.513166 0.754662 
0.708255 0.598485 0.293220 0.440152 0.455512 0.719861 0.038928 0.120536 
0.561764 0.853055 0.008993 0.665394 0.481195 0.477565 0.877829 0.098407 
0.183482 0.649783 0.535644 0.427512 0.450414 0.685326 0.353744 0.304826 
0.518409 0.620923 0.149397 0.876835 0.065683 0.986066 0.627690 0.175275 
0.627441 0.403134 0.262824 0.743095 0.473170 0.628000 0.246658 0.815880 
0.650816 0.658058 0.036297 0.959873 0.012275 0.261105 0.469708 0.793745 
0.497770 0.903341 0.800675 0.670306 0.120448 0.408734 0.591504 0.497772 
0.212695 0.322453 0.940297 0.534686 0.430665 0.125464 0.791401 0.819876 
0.275991 0.492390 0.731841 0.450080 0.350374 0.450986 0.602118 0.774453 
0.887085 0.941555 0.298062 0.255049 0.525488 0.411930 0.965630 0.047811 
0.200343 0.896979 0.858557 0.395400 0.063763 0.563682 0.792229 0.050905 
0.996798 0.589874 0.522877 0.390903 0.245062 0.140176 0.576629 0.371686 
0.169090 0.778020 0.397111 0.483642 0.313620 0.220589 0.794908 0.651287 
0.781760 0.134422 0.098428 0.810570 0.349287 0.482118 0.644595 0.250083 
0.656326 0.486864 0.815270 0.506365 0.393890 0.620961 0.556508 0.269973 
0.245737 0.973442 0.413229 0.053671 0.153075 0.803414 0.350056 0.723157 
0.897257 0.396322 0.127238 0.903796 0.521249 0.062245 0.947769 0.029278 
0.474244 0.570508 0.719997 0.162448 0.181759 0.393149 0.803344 0.646326 
0.619444 0.283045 0.938166 0.210529 0.559030 0.287347 0.524761 0.282058 
0.223108 0.494391 0.875274 0.491015 0.427441 0.269434 0.495873 0.303358 
0.260692 0.521213 0.880115 0.341428 0.622318 0.154162 0.823573 0.895906 
0.126335 0.850208 0.056145 0.823783 0.174012 0.850131 0.246009 0.987540 
0.388178 0.307682 0.319579 0.293647 0.253163 0.951483 0.286820 0.568588 
0.916639 0.153382 0.567720 0.396428 0.348658 0.636237 0.982829 0.471781 
0.443832 0.734069 0.744658 0.160316 0.400511 0.587607 0.438354 0.893144 
0.415489 0.964985 0.501541 0.346597 0.532907 0.255966 0.124789 0.960749 
0.752413 0.392880 0.206921 0.974660 0.843940 0.252704 0.269596 0.628476 
0.577096 0.557145 0.015722 0.734637 0.415442 0.873970 0.674221 0.511283 
0.213060 0.800231 0.536505 0.200595 0.459439 0.145422 0.338080 0.947688 
0.818369 0.995176 0.421953 0.298544 0.324935 0.696640 0.072519 0.335901 
0.302059 0.542050 0.681054 0.268930 0.442354 0.282963 0.977029 0.852708 
0.738947 0.815122 0.047344 0.491021 0.627181 0.013422 0.715950 0.463205 
0.023441 0.622135 0.513678 0.661886 0.122690 0.999444 0.213950 0.513425 
0.462354 0.501675 0.390157 0.277703 0.500455 0.907688 0.153077 0.578809 
0.176245 0.888337 0.093091 0.557571 0.612068 0.436928 0.835934 0.857511 
0.682810 0.536156 0.568385 0.692987 0.115300 0.632704 0.568583 0.551621 
0.159803 0.678599 0.545738 0.408625 0.675257 0.522223 0.040481 0.411375 
0.739021 0.537118 0.765429 0.780038 0.459298 0.011277 0.330583 0.485452 
0.466816 0.270695 0.259926 0.227410 0.491262 0.404701 0.773159 0.497892 
0.482187 0.129369 0.685457 0.455287 0.498407 0.500800 0.378354 0.712611 
0.287332 0.974543 0.196599 0.495515 0.815593 0.664898 0.119771 0.649543 
0.701195 0.288016 0.856709 0.714356 0.566342 0.237836 0.376253 0.348309 
0.612653 0.406716 0.084602 0.409050 0.804420 0.092247 0.781268 0.317745 
0.223638 0.706588 0.572069 0.265731 0.501782 0.457251 0.667670 0.227199 
0.018333 0.630525 0.779574 0.877788 0.592784 0.096953 0.701028 0.563097 
0.811546 0.151940 0.774060 0.564995 0.918580 0.210501 0.295502 0.434378 
0.609676 0.400457 0.052002 0.517681 0.598515 0.848075 0.279212 0.975335 
0.088931 0.554633 0.588331 0.148654 0.866317 0.293493 0.316930 0.855463 
0.117099 0.640615 0.571213 0.669964 0.200095 0.252240 0.684254 0.664878 
