10000 10
0.668355 0.669974 0.634283 0.394307 0.218447 0.174049 0.758908 0.104120 0.372628 0.383666 
0.062959 0.448713 0.378350 0.833147 0.020594 0.794900 0.359950 0.775287 0.238140 0.557636 
0.508785 0.453558 0.193014 0.743386 0.293159 0.791144 0.976026 0.149609 0.929238 0.639458 
0.221611 0.941769 0.876748 0.229828 0.425758 0.792515 0.641457 0.285425 0.116651 0.521100 
0.551662 0.649575 0.554530 0.875008 0.314991 0.576859 0.095758 0.242991 0.752023 0.169145 
0.520693 0.347902 0.085845 0.865126 0.681706 0.312091 0.387880 0.452364 0.070850 0.751684 
0.637641 0.028159 0.657535 0.518086 0.231654 0.330831 0.982349 0.039297 0.364468 0.699005 
0.330652 0.466154 0.949533 0.406952 0.661921 0.559837 0.475177 0.245338 0.628376 0.228814 
0.718383 0.209919 0.691270 0.846790 0.326721 0.373625 0.080628 0.957608 0.144695 0.358945 
0.475412 0.019759 0.469872 0.593287 0.338315 0.867830 0.093809 0.009934 0.664284 0.669445 
0.335412 0.156565 0.633651 0.325014 0.315479 0.612943 0.392579 0.525687 0.777895 0.659514 
0.856438 0.086566 0.058787 0.371402 0.859288 0.718539 0.560666 0.187013 0.458114 0.525047 
0.320234 0.588095 0.695686 0.797901 0.619127 0.164476 0.190077 0.577884 0.935744 0.416694 
0.359664 0.454092 0.527900 0.915853 0.008442 0.941253 0.518805 0.527517 0.494146 0.570439 
0.403697 0.867210 0.687621 0.256398 0.374143 0.306191 0.702130 0.217012 0.815433 0.053519 
0.669991 0.664475 0.503789 0.365076 0.765749 0.374170 0.084171 0.618768 0.325331 0.234752 
0.757531 0.388614 0.284702 0.974855 0.087429 0.526515 0.398860 0.399548 0.175729 0.395262 
0.079889 0.846128 0.759326 0.433595 0.064190 0.428820 0.388578 0.444621 0.969483 0.554489 
0.103257 0.786429 0.643387 0.448652 0.543274 0.390100 0.053725 0.415083 0.785346 0.528134 
0.737809 0.642173 0.469566 0.473362 0.511279 0.297190 0.611971 0.465732 0.531160 0.094677 
0.805001 0.312962 0.427675 0.483446 0.976575 0.454271 0.291824 0.884533 0.670154 0.721478 
0.098845 0.291579 0.767846 0.203857 0.580602 0.246786 0.830817 0.000772 0.569745 0.621047 
0.405088 0.840241 0.393212 0.314671 0.677306 0.750629 0.198203 0.688425 0.494181 0.340220 
0.434959 0.573306 0.455520 0.231535 0.960099 0.016208 0.724979 0.704292 0.651607 0.558915 
0.976879 0.636356 0.598213 0.333569 0.852128 0.633410 0.308449 0.183536 0.859523 0.130303 
0.263245 0.100822 0.598906 0.373256 0.402544 0.534672 0.448540 0.664864 0.362937 0.938139 
0.930401 0.301960 0.285635 0.922311 0.605746 0.200030 0.816713 0.189237 0.302742 0.583649 
0.605695 0.425980 0.687793 0.085088 0.722289 0.748395 0.120030 0.087816 0.991034 0.559523 
0.489201 0.933855 0.723208 0.042468 0.590300 0.390868 0.681592 0.514727 0.283031 0.543613 
0.273837 0.613432 0.109812 0.916833 0.270213 0.160723 0.265039 0.861596 0.812393 0.744537 
0.659491 0.698393 0.222461 0.367824 0.683959 0.370578 0.041597 0.837076 0.115862 0.518654 
0.293987 0.675476 0.492955 0.812179 0.829026 0.530370 0.485618 0.216461 0.152578 0.736959 
0.834503 0.616946 0.348243 0.620170 0.092655 0.949370 0.763875 0.219242 0.431738 0.131872 
0.525334 0.834494 0.069324 0.763937 0.216073 0.626451 0.992226 0.243171 0.288732 0.423693 
0.620886 0.371391 0.066903 0.552878 0.587053 0.439815 0.533241 0.565762 0.029125 0.758503 
0.572362 0.207873 0.609022 0.420574 0.936157 0.197469 0.275064 0.853623 0.285833 0.563438 
0.069864 0.129617 0.514501 0.394233 0.472866 0.568365 0.625071 0.797609 0.664967 0.658906 
0.630649 0.006778 0.254607 0.676036 0.292395 0.523263 0.070654 0.939681 0.429620 0.690881 
0.107816 0.224294 0.983701 0.652415 0.164915 0.462590 0.463247 0.335409 0.698339 0.659730 
0.308594 0.791548 0.392009 0.409440 0.971243 0.115783 0.736677 0.333997 0.987535 0.140751 
0.447262 0.673527 0.570808 0.086678 0.743899 0.952716 0.176798 0.397250 0.667006 0.429658 
0.621458 0.456060 0.760169 0.254121 0.059999 0.786260 0.383389 0.195352 0.601671 0.438632 
0.081929 0.978013 0.421734 0.507233 0.785295 0.927128 0.082225 0.952782 0.132431 0.993028 
0.315681 0.159490 0.575961 0.568890 0.896571 0.251372 0.471657 0.453310 0.984885 0.600542 
0.844107 0.216266 0.732708 0.120188 0.449730 0.337012 0.320635 0.591918 0.605287 0.069474 
0.402206 0.267283 0.147227 0.749764 0.715851 0.156114 0.809635 0.476832 0.283518 0.730624 
0.251192 0.637634 0.385421 0.165561 0.907956 0.080660 0.887222 0.448198 0.320112 0.467468 
0.372441 0.013052 0.289609 0.438884 0.927198 0.269399 0.170642 0.772148 0.658816 0.382861 
0.568359 0.677940 0.145245 0.919813 0.268641 0.449419 0.968675 0.110034 0.858756 0.012044 
0.151285 0.776490 0.116337 0.636321 0.294690 0.281485 0.912839 0.242254 0.284288 0.927421 
0.518464 0.672903 0.178081 0.808212 0.090783 0.264665 0.979526 0.071995 0.178708 0.630284 
0.600034 0.238490 0.570813 0.373260 0.644263 0.644779 0.419406 0.112813 0.301553 0.709017 
0.308373 0.480749 0.866236 0.088595 0.399302 0.736716 0.513043 0.479004 0.265336 0.785518 
0.737067 0.924327 0.202336 0.552640 0.788345 0.221756 0.526154 0.339363 0.243560 0.420221 
0.881779 0.197541 0.314505 0.167311 0.768487 0.569310 0.609602 0.959954 0.045379 0.558629 
0.006784 0.664792 0.550578 0.653133 0.611854 0.969048 0.278072 0.456159 0.320041 0.583199 
0.740289 0.747899 0.182448 0.804629 0.183539 0.925717 0.096719 0.623463 0.906069 0.511353 
0.057686 0.986071 0.276013 0.341662 0.723864 0.833926 0.050363 0.369818 0.758722 0.714460 
0.327267 0.098766 0.718075 0.935069 0.787188 0.355621 0.415755 0.396047 0.265040 0.988857 
0.298206 0.260306 0.610088 0.071779 0.682176 0.675421 0.408646 0.984724 0.229813 0.780000 
0.306861 0.846663 0.113735 0.254088 0.863009 0.426166 0.055615 0.802334 0.565661 0.440556 
0.385875 0.488551 0.773855 0.160970 0.384247 0.739407 0.801516 0.700783 0.854653 0.549737 
0.076547 0.558507 0.401502 0.061812 0.600259 0.422968 0.109898 0.516012 0.965775 0.291196 
0.106337 0.885257 0.497515 0.385089 0.680934 0.307911 0.273711 0.424354 0.532747 0.770336 
0.525511 0.756955 0.843957 0.454772 0.044799 0.945773 0.755819 0.278013 0.013144 0.572011 
0.149858 0.240782 0.786273 0.730330 0.629321 0.152338 0.319749 0.956441 0.223148 0.673805 
0.826500 0.373146 0.755757 0.773792 0.104826 0.616614 0.628241 0.070645 0.326109 0.665984 
0.708534 0.847078 0.189480 0.745173 0.274772 0.824659 0.440294 0.620001 0.145929 0.730129 
0.432846 0.392525 0.957003 0.541913 0.323763 0.798927 0.627088 0.659561 0.182819 0.513574 
